title,text,subject,date,fake
Trump on Twitter (May 15) - National Peace Officers' Memorial Service,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : -#PeaceOfficersMemorialDay and #PoliceWeek Proclamation: here [2147 EDT] -Today, I delivered remarks at the 36th Annual National Peace Officers’ Memorial Service.  #NationalPoliceWeek Watch: 45.wh.gov/bLxeyb [1554 EDT] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews,"May 16, 2017 ",0
 Miami Police Union Leader Joins Other Conservatives In Bashing NFL For Las Vegas Massacre,"Over 50 people are dead, and more than 500 are wounded, after a gunman opened fire on a crowd of concertgoers from the 32nd floor of Mandalay Bay on the south end of the Las Vegas strip late last night. And true to form, we re already hearing conservatives use it to push their  moar gunz  and  blue lives matter  agendas while crying that anyone begging Congress to do something real to save lives is  politicizing a tragedy. But the true political agenda comes from those who won t acknowledge that commonsense gun legislation would save lives and think that protesting racial injustice is the same thing as protesting against police officers themselves, the military, and the country. The leader of Miami s chapter of the Fraternal Order of Police, Lt. Javier Ortiz, tweeted the following:Two groups of people, one in Seattle, one in Vegas, chose to take action last night in their own way . We support the #POLICE pic.twitter.com/2S8WkpWvXl  Miami FOP 20 (@MiamiFOP20) October 2, 2017When the Miami New Times asked him to clarify, he said: While NFL players express a false perception of police officers by inciting hate and division by disrespecting the U.S. flag, the reality is law enforcement risks their lives every day for America. We don t know the motive behind Stephen Paddock s decision to break open the window of a room at Mandalay Bay and then fire multiple clips of rounds into the crowd attending the Route 91 Harvest Music Festival below. As of now, this doesn t appear to have had anything to do with hatred of police officers and we can t say it did until Paddock s motive is discovered.It s true that mass shootings and really, any crime would be worse if it weren t for the law enforcement officers who risk their lives to stop them, but Lt. Ortiz s remarks are dangerously irresponsible because they could trigger a retaliation from the people who worship the flag and think police brutality against African-Americans isn t a thing.And Ortiz isn t the only one who s slamming the NFL because of Las Vegas. Others are doing something similar:Las vegas happened cuz of the NFL players. He said  fuck the raiders  Tyler_Ooak (@Originalkidski) October 2, 2017 No possible motive ?? How bout fake news & reporters CONTINUED lies,propaganda& DISGUSTING hate&divide thy spew?? @CNN @NFL #LasVegas  Jali_Cat (@Jali_Cat) October 2, 2017if the wall was built, Las Vegas shooting would not have happened.or if the NFL players/coaches did not kneel.  Shontong Balentong (@shontong81) October 2, 2017As millionaire athletes knelt in protest of cops yesterday, those same men and women in Blue saved lives last night.  Joe Walsh (@WalshFreedom) October 2, 2017Athletes knelt against police. Officers rose up to the call of duty and saved many lives. Think about that. #lvshooting  Joe Walsh (@WalshFreedom) October 2, 2017Las Vegas is under attack by multiple shooters. Hey NFL, you protested the hero cops that are saving lives right now. PRAY! #MandalayBay  Mike (@mike_Zollo) October 2, 2017The police that responded to the shooting in Las Vegas are the same police BLM and NFL and others are  taking a knee  AGAINST!!!!!!!!!!!!!!!  Tom Watson (@pop6627) October 2, 2017NFL players to continue protest against the nation in aftermath of atrocious Las Vegas terror attack.  Ricky Vaughn 2.0 (@RapinBill) October 2, 2017It wasn t M Bennett running to stop shooter in Las Vegas @NFL It was brave blue line he demeaned and lied about. Deal with it. NOW  Jane L (@SunnyJL52) October 2, 2017Instead of @NFL taking a knee, how about you thank police for heroic actions that saved countless lives in Las Vegas! #PRAYERSFORVEGAS  PolitiDiva  (@realPolitiDiva) October 2, 2017The NFL was further disgraced to today! The bravery of the First Responders in Las Vegas and everywhere should be honored !  Wolfgang (@wcoolbreeze) October 2, 2017Las Vegas PD stopped this mass shooting very quickly. Americans need to side with the Police over these ignorant left wing NFL players.  The Daily POTUS (@redalertnow) October 2, 2017LVMPD RUNNING TOWARDS FIRE TO SAVE LIVES. GOD BLESS OUR GREAT POLICE! FUK U NFL THUGS!  Las Vegas  ProudTrumpBased (@BasedTrumpProud) October 2, 2017There were Police Officers killed last night in Las Vegas. Take some more knees you worthless @NFL America haters https://t.co/huWuS37Jn9  A Greater Country (@agreatercountry) October 2, 2017Do you know that First Responders put themselves between the sniper and the crowd in Las Vegas  These are the hero s that the @NFL HATES pic.twitter.com/E86809ES69  Villi Wilson (@Conservative_VW) October 2, 2017 THIS is the true politicizing of a tragedy. There are far more productive areas to which these people can direct their anger, but they won t because none of that suits their narratives.Featured image via David Becker/Getty Images",News,"October 2, 2017",1
LAUGHABLE: Clinton Press Secretary Gives Conditions Under Which She Will Give A Press Conference,"From the ABC News report:Hillary Clinton  Will Hold Press Conferences  as President, Press Secretary VowsIt s been 272 days since Hillary Clinton s last press conference. But Clinton s lead press secretary, Brian Fallon, vowed that if elected,  Hillary Clinton will hold press conferences. But the frequency of them is something that would just play out as time went on,  he added.On this week s  Powerhouse Politics  podcast, Fallon promised greater interaction between Clinton and the press on the campaign trail and said he expects the Democratic nominee to hold a press conference soon. The amount of interaction can only go up,  he said, noting that the traveling press will soon be flying with Clinton on her new campaign plane. I m sure that will bring with it a lot of opportunities for additional access to the candidate and interactions between her and the traveling press corps that covers her every day,  Fallon told ABC News  chief White House correspondent Jonathan Karl, and political director Rick Klein on the podcast. We are very respectful of the press and the job that they have to do,  Fallon continued.  We have done a lot of interviews, but I know that no matter how many questions we answer in a variety of formats, it is the press s job to always demand more access. We respect that, and so we re going to seek further ways to accommodate that in the remaining months of the campaign. Read more: ABC",politics,"Sep 4, 2016",1
"BREAKING: WHY DID OBAMA JUST Break Democrat Ranks, Throw Hillary Under The Bus On FBI Investigation?","Of course, we all know that Obama is not a man of integrity or character. There has to be something in it for him. Did FBI Director James Comey cut a deal with Barack? Why is every other Democrat calling for Comey s head? It s unprecedented for Democrats to break ranks on something this important. Stay tuned President Barack Obama does not believe FBI Director James Comey is attempting to influence this year s presidential vote, Press Secretary Josh Earnest said Monday. The President doesn t believe that he s secretly strategizing to benefit one candidate or one political party,  Earnest said.  He s in a tough spot, and he s the one who will be in a position to defend his actions in the face of significant criticism from a variety of legal experts, including individuals who served in senior Department of Justice positions in administrations led by presidents in both parties. The White House had no role in Comey s decision to inform Congress he was investigating new emails related to Hillary Clinton s private server, Earnest added.Earnest said he would neither  defend nor criticize  the decision. He s aiming to preserve the integrity of the review into whether additional emails discovered on a laptop belonging to Anthony Weiner are relevant to an investigation into Clinton s use of a private email server while she was secretary of state.Earnest said that norms about making information public should be followed.Amid outcry about Comey s decision, Earnest called the FBI director a man of  integrity and good character.   CNN ",politics,"Oct 31, 2016",1
 Trump Makes Startling Admission About His Wife And Run For The White House,"With Donald Trump taking the Republican Party and the nation by storm, it s easy to say that no one really saw him getting as far as he has during this election cycle. And while many of us wish he never threw his name into the ring as a GOP contender, it looks as though we re not the only ones who didn t want him to run.Even though she will be campaigning for him for the first time in Wisconsin this coming week, Melania Trump definitely had her reservations about her husband running in the first place.During an interview with the Washington Post, Trump revealed that Melania wasn t excited about the possibility of him becoming a candidate. According to Trump: She said,  We have such a great life. Why do you want to do this? And in a very Trumpian fashion, Trump responded to her as though he s Superman needed to come to the rescue of the nation: I said,  I sort of have to do it, I think. I really have to do it.  . . . I could do such a great job. But Melania said: I hope you don t do it, but if you run, you ll win. However, Trump being Trump and unable to respect a woman s opinion on pretty much anything, he ignored his wife s wishes to just continue on with their life as usual to be with their son and run his business ventures. Instead, he decided to run for dictator of the universe, or at least that s sure as hell how it seems.It s becoming more clear than ever that Donald Trump is in this election not for the country, but rather for Donald Trump. Within the mind of the narcissist, he believes that he, with no experience whatsoever in political and diplomatic leadership, can take the reins of the United States of America. And while his applause lines may work on the nincompoops within the Republican party for the primary elections, they most certainly will not work in the general election among people who can actually critically think   the Democrats. However, we must make sure he and his imbecilic following doesn t even remotely get the chance to win, so remember   no matter who, vote blue.Featured Photo by Chip Somodevilla/Getty Images",News,"April 3, 2016",1
"THIS IS OKAY? Loudmouth Entertainer Who Got Milo Kicked Off Twitter: “If I see another 45-year-old white woman from Williamsburg saying ‘black lives matter,’ I’m going to punch you in the mouth”","Nothing is off-limits for Leslie Jones  stand-up routine. If I see another 45-year-old white woman from Williamsburg saying  black lives matter,  I m going to punch you in the mouth,  the  Saturday Night Live  star said during her recent four-night stint at New York comedy club, Carolines on Broadway.  Stop doing that. In what the New York Times dubbed  a raucous, high-volume  set, the 49-year-old s politically focused act tackled the Black Lives Matter movement and other protests that have followed Donald Trump s presidency. Not one black woman out there,  she said of the marches.  Black woman at home watching  Housewives of Atlanta.   NYPMaybe black women weren t marching because black women are smart enough to know the march was less about Donald Trump and more about defending the killing of (mostly black) babies! Maybe black women don t want to march with a bunch of radical women who are fighting to keep Planned Parenthood founder Margaret Sanger s dream of exterminating the black race alive.In July 2016, Ghostbusters actress and  not funny comedian  Leslie Jones reported Milo Yiannopoulis to Twitter police after he responded to her complaints about messages she was receiving on Twitter and other social media platforms following the release of Ghostbusters, Milo had this to say:If at first you don t succeed (because your work is terrible), play the victim.EVERYONE GETS HATE MAIL FFS https://t.co/W572qB4Vqw  Milo Yiannopoulos   (@Nero) July 18, 2016Jones did not take kindly to this, tweeting that not only had she blocked Milo (despite tweeting a mere three hours earlier that she was no longer going to be blocking people) but she had also reported his account.@Nero you have been reported I hope the lock your Acct  Leslie Jones (@Lesdoggg) July 18, 2016Jones went on to call one of Milo s supporters a  racist b*tch* after he suggested that comedians shouldn t try curtail free speech.https://twitter.com/johnnie789/status/755180696130363393Of course, the ultimate victim Leslie Jones prevailed, and the guy who was wildly popular on Twitter with over 300,000 followers was permanently suspended. Milo s permanent suspension came just 20 minutes before his  Gays for Trump  event takes place at the Republican National Convention.Milo, as usual, took this in his stride and retaliated with multiple tweets ridiculing Jones and her inability to accept criticism.Ghostbusters is doing so badly they ve deployed @Lesdoggg to play the victim on Twitter. Very sad!  Milo Yiannopoulos   (@Nero) July 18, 2016Barely literate. America needs better schools! https://t.co/cCAEI5Ks7w pic.twitter.com/BIYVbBq0Ln  Milo Yiannopoulos   (@Nero) July 18, 2016When asked for official comment on his blocking by Jones this is what Milo said:  She must have read my review! Honestly, this is why I say feminism is cancer. She used to be funny but being involved in a social justice dumpster fire like Ghostbusters has reduced her to the status of just another frothing loon on Twitter. Further ridiculing Jones, Milo said,  Imagine it: the star of a Hollywood blockbuster sitting at home reporting random people on social media for saying her movie sucked. Sad!   BreitbartFrom Breitbart   The justification for the suspension is currently unknown, although it could be as a result of Milo s run-in with Ghostbusters actress Leslie Jones on the site. Twitter CEO Jack Dorsey publicly reached out to Jones late on Monday evening after she complained about  abuse  on the platform. Milo was suspended despite the fact that he sent no abusive tweets to the actress. ",politics,"Feb 25, 2017",1
 The Gay Men Killed In Fl. Shooting Would Not Have Been Able To Donate Blood Today,"Blood donations are urgently needed in the Orlando, Florida area following Saturday night s massacre. So far, 50 people have died in the massacre and at least 53 are hospitalized due to injuries. The shooting took place at Pulse, an LGBT nightclub.The current crisis reveals the incredibly homophobic rules put in place by the FDA regarding blood donations. The FDA s current rules stipulate that any man who has had sex with another man cannot donate blood until they have been celibate for one year. This bars nearly all gay and bisexual men from being able to donate blood.According to reports, One Blood, a blood donation center in Orlando, has temporarily lifted the ban on blood for their organization, allowing men who have had homosexual intercourse donate to their organization. One Blood reports that their blood donation center is currently at capacity. However, they will still need high numbers of donations over the next few days in order to keep replenishing their stock. A tremendous response by blood donors in light of the tragic mass shooting in Orlando. We are asking donors to donate over the next several days to help replenish the blood supply. We are asking people please make an appointment online or call 1.888.9.DONATE (1.888.936.6283). Thank you! As our nation collectively mourns the massive loss of life in Florida, it is a good time for us to look at the institutionalized homophobia that helps to create a culture that determines that LGBT lives and bodies are lesser than that of heteronormative individuals. Right now, the blood of gay and bisexual men, as well as so many others, stains the interior of the Pulse nightclub. Orlando s Mayor Buddy Dyer, described the scene by saying: There s blood everywhere. As far as the FDA is concerned, the blood of those who died on Saturday had no value to living.Blood is thoroughly screened by blood donation organizations no matter who donates to them. There is no need for this discriminatory policy. Nothing should prevent a healthy person from being able to give the gift of saving a life. The horror that occurred on Saturday night proved that gay, bisexual, straight, man, women, black, or white we all bleed and that all life is precious.Featured image from Photo by Tim Matsui/Getty Images",News,"June 12, 2016",1
"Their fortunes enmeshed, Trump and Putin to hold first meeting next week","WASHINGTON (Reuters) - U.S. President Donald Trump will meet with Russian President Vladimir Putin next week at a summit in Germany that brings two world leaders whose political fortunes have become intertwined face-to-face for the first time. Both the Kremlin and the White House announced on Thursday that the pair will meet on the sidelines of the July 7-8 summit of G20 nations in Hamburg. Trump’s national security adviser H.R. McMaster downplayed the significance of the meeting, one of nine such side meetings for the U.S. president over two days. “It won’t be different from our discussions with any other country, really,” McMaster said. “There’s no specific agenda. It’s really going to be whatever the president wants to talk about.” The meeting will be fraught with difficulties for Trump.     Allegations that Russia interfered in the U.S. presidential election last year and colluded with the Republican’s campaign have overshadowed the businessman’s unexpected victory and dogged his first five months in office. Russia and the United States are also at odds over Ukraine, NATO expansion and the civil war in Syria where Moscow supports President Bashar al-Assad.  The United States backs rebel groups trying to overthrow Assad, and Washington angered Russia by launching missile strikes against a Syrian government air base in April in response to what the United States says was a chemical weapons attack that killed dozens of civilians. Trump has frequently called for better ties with Russia but lawmakers in his own Republican Party are urging him to be wary of Moscow. “As the president has made clear, he’d like the United States and the entire West to develop a more constructive relationship with Russia but he has also made clear that we will do what is necessary to confront Russia’s destabilizing behavior,” McMaster said.     U.S. intelligence agencies say Russia hacked and leaked emails of Democratic Party political groups to help Trump win the 2016 U.S. presidential election against Democrat Hillary Clinton. Russia denies the allegations and Trump says his team did not collude with Moscow.     Several congressional committees as well as the FBI are investigating Russia’s role in the election and any alleged collusion by Trump’s campaign. That makes the optics of the Putin meeting particularly challenging for Trump. “If there are big grins on both of their faces, that will be the picture on the front pages of every Western newspaper, as the investigation continues here,” said Heather Conley, a former State Department official in the George W. Bush White House. “I would think the president would be advised, if there is a meeting, to be very careful with his body language,” Conley told Reuters. Trump raised Russian hackles this week when the White House said it appeared the Syrian military was preparing to conduct a chemical weapons attack and warned that Assad and his forces would “pay a heavy price” if it did so. Russian Foreign Minister Sergei Lavrov warned on Wednesday that Moscow would respond proportionately if the United States took measures against Syrian government forces.     But Lavrov added that it would “probably not be right” if Putin and Trump did not talk at the G20 summit of world economic powers.                Republican Bob Corker, the influential chairman of the Senate foreign relations committee, described the planned encounter as “just a side meeting” but said he hoped Trump would bring up problematic issues with Putin. “I would hope what he would do is hand him a list of the issues we have with their country. And I think he may well do that,” Corker told Reuters. Putin, who has served as both Russian president and prime minister, has outlasted the previous two U.S. presidents, George W. Bush and Barack Obama. Officials from those administrations say American officials initially overestimated their potential areas of cooperation with the Russian leader. Then, through a combination of overconfidence, inattention and occasional clumsiness, Washington contributed to a deep spiral in relations with Moscow, they say. Those relations reached a post-Cold War low under Trump’s predecessor, Obama. In the last days of his presidency, Obama ordered the expulsion of 35 Russian suspected spies and imposed sanctions on two Russian intelligence agencies over their involvement in hacking U.S. political groups in the 2016 election. A proposed new package of sanctions on Russia in the U.S. Congress might also put curbs on Trump’s ability to pursue warmer relations with Moscow.  The U.S. Senate reached an agreement on Thursday to resolve a technical issue stalling the sanctions, although the measure’s fate in the House of Representatives is uncertain. ",politicsNews,"June 29, 2017 ",0
EU will cut some money for Turkey as ties sour,"BRUSSELS (Reuters) - The European Union will cut some of the money earmarked for Turkey to join the bloc, reflecting increasingly sour ties with Ankara but stopping short of killing membership bid of the country it still sees as a strategic partner. The EU has been walking a tight rope for months on Turkey, angered by President Tayyip Erdogan s crackdown on critics after a failed coup in July, 2016, but dependant on Ankara to keep a lid on immigration to Europe and combat militants in Syria.  The EU leaders  chairman, Donald Tusk, said the bloc had agreed in two days of talks in Brussels to cut or reroute some of the 4.4 billion euros ($5.2 bln) Ankara was due to get as part of its accession talks in 2014-20.  It was a substantive discussion. We want to keep the door open to Ankara, but the current reality in Turkey is making this difficult,  Tusk told a news conference. Germany has seen its ties with Turkey particularly strained and Chancellor Angela Merkel called last month for a tougher stance on Ankara as she campaigned for re-election at home. ",worldnews,"October 20, 2017 ",0
" Republican Insiders Are Taking Aim At Trump, Calling On Pence To Drop Out","Now that it s been exposed that Donald Trump is a serial pervert who sexually assaults women, Republicans are desperate to get him out of the race and promptly replaced by another GOPer who, you know, doesn t casually admit to forcing himself onto women.Well it s harder said than done. First, the rules make it very hard to remove someone and replace them   especially with four weeks left until the election. Second, Trump has already stated that he would not bow out of the race under any circumstances.Even though dozens of influential Republican lawmakers and figures want him out, they are stuck with him unless he decides to personally call it quits.So what s plan B? Well, for starters, they want Mike Pence to drop off the ticket in an effort to pressure Trump to follow suit.According to CNN s Dana Bash:Sources tell @GloriaBorger some republicans want @mike_pence to quit the ticket in order to pressure @realDonaldTrump to get out  Dana Bash (@DanaBashCNN) October 9, 2016In other words, Republicans are hoping to use Mike Pence as a battering ram to force their pathetic, perverted candidate out of the race and usher in an equally pathetic Hail Mary to save their asses.Republicans   especially those who placed all their hope in Trump   are officially the saddest lot in American politics.After cutting off his cash force, cancelling Mike Pence s campaign stops and publicly denouncing him in stinging rebukes, Republicans realized they couldn t shake him off. So they thought the only way they could do it was to hit him where it hurts   the man who is supposed to be by his side no matter what.Republicans, Donald Trump is your mess. Why should Pence suffer humiliation to save your mistake? Whereas Pence may be a deplorable homophobe and misogynist himself, he didn t put Trump in this position, Trump did.Whether or not Pence will buck Trump and save his 2020 plans remains to be seen. But for the time being, Trump-Pence look to be heading into a general election with Clinton-Kaine, and if the trends and polls seem to be indicator, it s looking great for the latter.Congratulations GOP, you built this. Now own it.Featured image via Chip Somodevilla/Getty Images",News,"October 9, 2016",1
German court sentences 88-year-old Holocaust denier to jail,"BERLIN (Reuters) - A German court sentenced an 88-year-old woman to six months in prison on Monday for denying the Holocaust and for inciting hatred. Ursula Haverbeck, who describes herself as a revisionist historian, said at a public event in January 2016 that gas chambers in Auschwitz concentration camp  were not real . A court in Berlin found Haverbeck guilty after examining a short video of her speech in which she said that she was citing a book, not expressing her own views. The court, however, found the speech to be her own and gave her six months in prison. Denying the Holocaust, in which six million Jews were killed, is a crime in Germany, punishable by up to five years in prison. Haverbeck, who is avoiding going to jail by appealing the verdict, has faced similar legal cases across Germany. The latest was by a court in North Rhine-Westphalia last summer when she was given a 10-month prison sentence for the same charges. ",worldnews,"October 17, 2017 ",0
 Charles Koch Does A Brutally Honest Interview The Republican Party Isn’t Gonna Like (VIDEO),"Charles Koch sat down with ABC News and did an interview, during which he said it was  possible  that Hillary Clinton could be a better president than some of the Republicans still left. It was in no way an endorsement of Clinton. It was a well-worded question that elicited a noteworthy and honest response. That 30 seconds of reporting dominated the already slow news cycle while the meat of the Charles Koch interview went largely ignored.Charles Koch doesn t come across as many people think he should. He shows up in sweaters and comfy shoes looking like Mr. Rogers and being extremely passionate about his policy positions. What many people don t understand is that the Koch Brothers, while massive and powerful beyond belief, are Libertarians. Libertarians want taxes gone. They want money out of politics because they think the government should be almost non-existent. In order to achieve this Libertarian Utopia, they first have to conquer the Republican Party, the only people who will give them a flat tax and deregulate everything.Charles Koch admits that he benefits from a  rigged system.  He admits to all the money that is spent on corporate welfare and tax shelters for the wealthy. He admits that cronyism runs our country and he knows that the rich are getting richer and the poor have no chance. If you were to attach Charles Koch s belief system to a liberal set of values you d have Bill Gates meets Warren Buffet. Unfortunately, what you actually end up with is a grandfatherly figure whose sheer power won t be stopped, it ll be chatted about nicely in the den.The Kochs lean to the right on enough issues that their money gets thrown at the Republican party. They want to eliminate the tax code, thinking it will put people on level playing field   or maybe just to keep more profits. They want regulation out of business, so free markets could thrive and regulate themselves   or maybe just to cut corners and save money. They want money out of politics, so they pour money into politics. The Kochs aren t in danger of being aligned with Democrats, but if you listen to Charles tell it, if the Democratic party would come around on just a few things, they would see more Koch money. Yes, that s a ridiculous notion. Charles Koch sits and talks about everyone taking care of one another while it was he and his brother who created the Tea Party and their bigotry and went to work in 2014 to see to it that everyone hated the poor and Ebola enough to vote red.The Kochs have always backed Republicans, an investment Charles calls  disappointing.  He remembers the one time he asked for a political favor to shoot down a bill that was nothing but corporate tax breaks and fewer than 10 percent of the people they backed on the campaign trail came through when it was time to vote. The one time. Somehow it seems unlikely that a man who just confessed to raising half a billion dollars for political purposes has asked for more than one favor, but we ll let Mr. Koch s good character speak for itself (wink, wink).They have apparently gotten tired of the Republican party, at least this time around. Charles is adamant that the mud-slinging ad-hominem festival of stupid that has been the GOP primary has not received a dime from their war chest. Not a single campaign on either side has reaped the benefits of Koch support. The only candidate Koch mentions by name is Bernie Sanders, who he says is at least addressing the issue of the two-tiered system and wealth inequality, though he can t understand his methods. It s difficult for a man who professes to be a  classic liberal  to consider putting the needs of the less fortunate first. If his barn is stocked with horses, his cupboards and refrigerator with food and his home stocked with creature comforts he ll be in a much better position to help those who have struggled.All in all, this interview doesn t bode well for the GOP. They re looking for almost a billion dollars from Koch s PAC, which by his own estimate has only raised $200 million so far this year. The Republican party has certainly shown that it knows how to screw up a free lunch. When you can t do something as simple as keeping your number one source of income in the game, you know the end is near. Featured image from screen capture",News,"April 25, 2016",1
